tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0009337	short	Malmequer	Malmequer	0	1918	\N	21	Drama,History,Romance
tt0009338	short	Mammon and the Archer	Mammon and the Archer	0	1918	\N	20	Drama,Short
tt0009339	movie	The Man from Funeral Range	The Man from Funeral Range	0	1918	\N	50	Western
tt0009340	movie	The Man Who Woke Up	The Man Who Woke Up	0	1918	\N	\N	Drama
tt0009341	movie	The Man Who Won	The Man Who Won	0	1918	\N	60	Romance
tt0009342	movie	The Man Who Wouldn't Tell	The Man Who Wouldn't Tell	0	1918	\N	\N	Drama,War
tt0009343	movie	The Man of Bronze	The Man of Bronze	0	1918	\N	\N	Drama
tt0009344	movie	A Man's World	A Man's World	0	1918	\N	\N	Drama
tt0009345	movie	Manobras do Campo Entrincheirado	Manobras do Campo Entrincheirado	0	1919	\N	\N	\N
tt0009346	movie	The Mantle of Charity	The Mantle of Charity	0	1918	\N	\N	Comedy,Drama
tt0009347	movie	El manuscrito de una madre	El manuscrito de una madre	0	1918	\N	\N	\N
tt0009348	movie	Marionetten	Marionetten	0	1915	\N	\N	\N
tt0009349	movie	The Marionettes	The Marionettes	0	1918	\N	\N	Comedy
tt0009350	movie	Marked Cards	Marked Cards	0	1918	\N	50	Drama
tt0009351	movie	Market Days and Festivals	Market Days and Festivals	0	1918	\N	\N	Documentary
tt0009352	movie	Marriage	Marriage	0	1918	\N	50	Drama
tt0009353	movie	The Marriage Lie	The Marriage Lie	0	1918	\N	50	Drama
tt0009354	movie	The Marriage Ring	The Marriage Ring	0	1918	\N	50	Drama
tt0009355	movie	Marriages Are Made	Marriages Are Made	0	1918	\N	\N	Comedy,Drama
tt0009356	movie	The Married Virgin	The Married Virgin	0	1918	\N	71	Drama
tt0009357	movie	Mary Ann	Mary Ann	0	1919	\N	\N	\N
tt0009358	movie	The Mask	The Mask	0	1918	\N	50	Comedy,Drama
tt0009359	movie	Masks and Faces	Masks and Faces	0	1917	\N	\N	Comedy
tt0009360	short	Matching Billy	Matching Billy	0	1918	\N	\N	Comedy,Short
tt0009361	short	The Matinee Girl	The Matinee Girl	0	1918	\N	\N	Comedy,Short
tt0009362	movie	The Mating	The Mating	0	1918	\N	\N	Comedy,Drama
tt0009363	short	Meeting Theda Bara	Meeting Theda Bara	0	1918	\N	\N	Animation,Comedy,Short
tt0009364	movie	The Menace	The Menace	0	1918	\N	\N	Drama
tt0009365	movie	Merely Players	Merely Players	0	1918	\N	50	Drama
tt0009366	movie	Mexico Today	Mexico Today	0	1918	\N	\N	Documentary
tt0009367	movie	Mexico Today	Mexico Today	0	1918	\N	\N	Documentary
tt0009368	short	Mexico's Floating Gardens	Mexico's Floating Gardens	0	1918	\N	\N	Documentary,Short
tt0009369	movie	Mickey	Mickey	0	1918	\N	93	Comedy,Drama
tt0009370	movie	The Midnight Burglar	The Midnight Burglar	0	1918	\N	\N	Comedy,Drama
tt0009371	movie	Midnight Madness	Midnight Madness	0	1918	\N	50	Mystery
tt0009372	movie	The Midnight Trail	The Midnight Trail	0	1918	\N	\N	Comedy,Drama,Mystery
tt0009373	short	Midst Peaceful Scenes	Midst Peaceful Scenes	0	1919	\N	\N	Documentary,Short
tt0009374	movie	Milady o' the Beanstalk	Milady o' the Beanstalk	0	1918	\N	\N	Comedy,Drama
tt0009375	movie	Mile-a-Minute Kendall	Mile-a-Minute Kendall	0	1918	\N	50	Drama
tt0009376	movie	The Million Dollar Dollies	The Million Dollar Dollies	0	1918	\N	65	Comedy
tt0009377	movie	Mirandy Smiles	Mirandy Smiles	0	1918	\N	50	Comedy,Drama
tt0009378	movie	Miss Ambition	Miss Ambition	0	1918	\N	\N	Drama
tt0009379	movie	Miss Innocence	Miss Innocence	0	1918	\N	\N	Drama
tt0009380	movie	Miss Meri	Miss Meri	0	1918	\N	\N	\N
tt0009381	movie	Miss Mischief Maker	Miss Mischief Maker	0	1918	\N	\N	Comedy
tt0009382	movie	Missing	Missing	0	1918	\N	50	Drama,War
tt0009383	movie	A Model's Confession	A Model's Confession	0	1918	\N	60	Drama
tt0009384	movie	Modern Love	Modern Love	0	1918	\N	60	Drama,Romance
tt0009385	movie	Der Dieb	Der Dieb	0	1918	\N	\N	\N
tt0009386	movie	Molly Go Get 'Em	Molly Go Get 'Em	0	1918	\N	\N	Comedy
tt0009387	movie	Money Isn't Everything	Money Isn't Everything	0	1918	\N	\N	Comedy,Drama
tt0009388	movie	Money Mad	Money Mad	0	1918	\N	50	Mystery
tt0009389	short	Moonshine	Moonshine	0	1918	\N	23	Comedy,Short
tt0009390	movie	The Moral Law	The Moral Law	0	1918	\N	\N	Drama
tt0009391	movie	Moral Suicide	Moral Suicide	0	1918	\N	70	Drama
tt0009392	movie	More Trouble	More Trouble	0	1918	\N	50	Comedy,Drama
tt0009393	movie	Morgan's Raiders	Morgan's Raiders	0	1918	\N	50	Drama
tt0009394	movie	The Mortgaged Wife	The Mortgaged Wife	0	1918	\N	60	Drama
tt0009395	movie	A Mother's Secret	A Mother's Secret	0	1918	\N	50	Drama
tt0009396	movie	A Mother's Sin	A Mother's Sin	0	1918	\N	\N	Drama
tt0009397	movie	Mother, I Need You	Mother, I Need You	0	1918	\N	\N	\N
tt0009398	movie	Mount Lassen in Action	Mount Lassen in Action	0	1918	\N	\N	Documentary
tt0009399	short	A Mountaineering Memory	A Mountaineering Memory	0	1918	\N	\N	Documentary,Short
tt0009400	movie	Mr. Fix-It	Mr. Fix-It	0	1918	\N	50	Comedy,Romance
tt0009401	movie	Mr. Logan, U.S.A.	Mr. Logan, U.S.A.	0	1918	\N	\N	War,Western
tt0009402	movie	Mrs. Dane's Defense	Mrs. Dane's Defense	0	1918	\N	50	Drama
tt0009403	movie	Mrs. Leffingwell's Boots	Mrs. Leffingwell's Boots	0	1918	\N	50	Comedy,Romance
tt0009404	short	Mum's the Word	Mum's the Word	0	1918	\N	\N	Comedy,Short
tt0009405	movie	My Cousin	My Cousin	0	1918	\N	50	Comedy,Drama
tt0009406	movie	My Four Years in Germany	My Four Years in Germany	0	1918	\N	\N	Drama,War
tt0009407	movie	The House of Mirrors	The House of Mirrors	0	1916	\N	\N	Drama
tt0009408	movie	My Own United States	My Own United States	0	1918	\N	\N	Drama
tt0009409	movie	My Sweetheart	My Sweetheart	0	1918	\N	\N	Comedy
tt0009410	movie	My Wife	My Wife	0	1918	\N	50	Comedy,Drama
tt0009411	movie	The Mysterious Client	The Mysterious Client	0	1918	\N	\N	Comedy,Drama
tt0009412	movie	The Mystery Girl	The Mystery Girl	0	1918	\N	50	Crime,Drama,War
tt0009413	movie	Mystic Faces	Mystic Faces	0	1918	\N	\N	Comedy,Drama
tt0009414	movie	Las máscaras negras	Las máscaras negras	0	1918	\N	146	\N
tt0009415	movie	The Ballet Girl	Das Mädel vom Ballet	0	1918	\N	\N	Comedy,Drama
tt0009416	movie	Mästerkatten i stövlar	Mästerkatten i stövlar	0	1918	\N	109	Comedy
tt0009417	short	Nach zwanzig Jahren	Nach zwanzig Jahren	0	1918	\N	\N	Short
tt0009418	movie	Nancy Comes Home	Nancy Comes Home	0	1918	\N	50	Comedy,Drama
tt0009419	movie	The Sunflower Woman	A napraforgós hölgy	0	1918	\N	\N	Drama
tt0009420	movie	Nattliga toner	Nattliga toner	0	1918	\N	61	Drama,Romance
tt0009421	movie	The Nature Girl	The Nature Girl	0	1918	\N	50	Drama
tt0009422	movie	Nature's Gentleman	Nature's Gentleman	0	1918	\N	\N	Romance
tt0009423	movie	The Naulahka	The Naulahka	0	1918	\N	60	Adventure
tt0009424	movie	Neighbors	Neighbors	0	1918	\N	50	Comedy,Drama
tt0009425	movie	Nelson	Nelson	0	1918	\N	70	Biography,Drama,Romance
tt0009426	movie	New Love for Old	New Love for Old	0	1918	\N	50	Drama
tt0009427	movie	A Nine O'Clock Town	A Nine O'Clock Town	0	1918	\N	50	Comedy,Drama
tt0009428	movie	Nine-Tenths of the Law	Nine-Tenths of the Law	0	1918	\N	\N	Drama
tt0009429	movie	No Man's Land	No Man's Land	0	1918	\N	\N	Drama,War
tt0009430	short	No Place Like Jail	No Place Like Jail	0	1918	\N	10	Comedy,Short
tt0009431	movie	Nobelpristagaren	Nobelpristagaren	0	1918	\N	60	\N
tt0009432	movie	Nobody's Wife	Nobody's Wife	0	1918	\N	50	Drama,Romance
tt0009433	movie	Nocturno der Liebe	Nocturno der Liebe	0	1919	\N	\N	Biography,Drama
tt0009434	short	The Non-Stop Kid	The Non-Stop Kid	0	1918	\N	12	Comedy,Short
tt0009435	short	Nothing But Trouble	Nothing But Trouble	0	1918	\N	\N	Comedy,Short
tt0009436	movie	Nászdal	Nászdal	0	1918	\N	\N	\N
tt0009437	short	Occultism	Occultism	0	1918	\N	\N	Animation,Comedy,Short
tt0009438	movie	Old Hartwell's Cub	Old Hartwell's Cub	0	1918	\N	\N	Drama
tt0009439	movie	Old Love for New	Old Love for New	0	1918	\N	\N	Drama
tt0009440	movie	Old Wives for New	Old Wives for New	0	1918	\N	60	Drama
tt0009441	movie	The Oldest Law	The Oldest Law	0	1918	\N	\N	Drama
tt0009442	short	On Ice	On Ice	0	1918	\N	\N	Animation,Comedy,Short
tt0009443	movie	On Leave	On Leave	0	1918	\N	\N	Crime,Drama
tt0009444	movie	On the Jump	On the Jump	0	1918	\N	60	Comedy
tt0009445	movie	On the Quiet	On the Quiet	0	1918	\N	50	Comedy,Romance
tt0009446	movie	One Dollar Bid	One Dollar Bid	0	1918	\N	50	Drama
tt0009447	movie	One More American	One More American	0	1918	\N	50	Drama
tt0009448	movie	One Thousand Dollars	One Thousand Dollars	0	1918	\N	\N	Comedy
tt0009449	movie	The One Woman	The One Woman	0	1918	\N	\N	Drama
tt0009450	movie	The Only Road	The Only Road	0	1918	\N	\N	Western
tt0009451	movie	Onward Christian Soldiers	Onward Christian Soldiers	0	1918	\N	50	Romance
tt0009452	movie	Op hoop van zegen	Op hoop van zegen	0	1918	\N	60	Drama
tt0009453	movie	Opfer der Gesellschaft	Opfer der Gesellschaft	0	1918	\N	\N	\N
tt0009454	movie	Opportunity	Opportunity	0	1918	\N	\N	Comedy,Drama
tt0009455	movie	The Ordeal of Rosetta	The Ordeal of Rosetta	0	1918	\N	50	Drama,Romance
tt0009456	short	The Orderly	The Orderly	0	1918	\N	20	Comedy,Short
tt0009457	movie	L'orgoglio	L'orgoglio	0	1918	\N	70	\N
tt0009458	movie	Othello	Othello	0	1918	\N	\N	Drama,Romance
tt0009459	movie	Other Men's Daughters	Other Men's Daughters	0	1918	\N	\N	Drama
tt0009460	movie	The Other Woman	The Other Woman	0	1918	\N	\N	Drama
tt0009461	short	Our Bridge of Ships	Our Bridge of Ships	0	1918	\N	20	Documentary,Short,War
tt0009462	movie	Our Dumb Friends in the War	Our Dumb Friends in the War	0	1918	\N	\N	Documentary
tt0009463	short	Our Four Days in Germany	Our Four Days in Germany	0	1918	\N	\N	Animation,Comedy,Short
tt0009464	movie	Our Invincible Navy	Our Invincible Navy	0	1918	\N	\N	Documentary,War
tt0009465	movie	Our Mrs. McChesney	Our Mrs. McChesney	0	1918	\N	50	Comedy,Drama
tt0009466	short	Out West	Out West	0	1918	\N	25	Comedy,Short,Western
tt0009467	movie	Out of a Clear Sky	Out of a Clear Sky	0	1918	\N	50	Drama,Romance
tt0009468	movie	Out of the Night	Out of the Night	0	1918	\N	\N	Drama
tt0009469	movie	Outwitting the Hun	Outwitting the Hun	0	1918	\N	\N	Animation,Comedy
tt0009470	movie	Over the Top	Over the Top	0	1918	\N	\N	Drama,War
tt0009471	short	An Ozark Romance	An Ozark Romance	0	1918	\N	\N	Comedy,Short
tt0009472	movie	The Painted Lily	The Painted Lily	0	1918	\N	\N	Drama
tt0009473	movie	Painted Lips	Painted Lips	0	1918	\N	50	Drama
tt0009474	movie	A Pair of Cupids	A Pair of Cupids	0	1918	\N	\N	Comedy,Drama
tt0009475	movie	A Pair of Silk Stockings	A Pair of Silk Stockings	0	1918	\N	60	Comedy,Romance
tt0009476	movie	Pals First	Pals First	0	1918	\N	60	Romance
tt0009477	movie	The Panther Woman	The Panther Woman	0	1918	\N	\N	Drama
tt0009478	movie	Parasites of Life	Parasites of Life	0	1918	\N	\N	\N
tt0009479	movie	Paris the Beautiful	Paris the Beautiful	0	1918	\N	\N	Documentary
tt0009480	movie	The Passing of the Third Floor Back	The Passing of the Third Floor Back	0	1918	\N	66	Drama
tt0009481	movie	Pay Day	Pay Day	0	1918	\N	\N	Comedy,Drama
tt0009482	movie	Peck's Bad Girl	Peck's Bad Girl	0	1918	\N	50	Comedy
tt0009483	movie	Peer Gynt	Peer Gynt	0	1919	\N	\N	\N
tt0009484	movie	Peg of the Pirates	Peg of the Pirates	0	1918	\N	45	Comedy,Drama
tt0009485	movie	A Perfect 36	A Perfect 36	0	1918	\N	50	Comedy
tt0009486	movie	A Perfect Lady	A Perfect Lady	0	1918	\N	50	Comedy,Drama
tt0009487	short	Perfectly Fiendish Flanagan; or, the Hart of the Dreadful West	Perfectly Fiendish Flanagan; or, The Hart of the Dreadful West	0	1918	\N	\N	Comedy,Short,Western
tt0009488	short	Perfidia	Perfidia	0	1918	\N	30	Short
tt0009489	short	Pershing's Crusaders	Pershing's Crusaders	0	1918	\N	37	Documentary,Short,War
tt0009490	movie	Pesn lyubvi nedopetaya	Pesn lyubvi nedopetaya	0	1918	\N	\N	Drama,Romance
tt0009491	movie	Les petites marionnettes	Les petites marionnettes	0	1918	\N	\N	\N
tt0009492	movie	A Petticoat Pilot	A Petticoat Pilot	0	1918	\N	50	Comedy,Drama
tt0009493	movie	Petticoats and Politics	Petticoats and Politics	0	1918	\N	\N	Comedy,Drama,Western
tt0009494	movie	The Phantom Riders	The Phantom Riders	0	1918	\N	50	Western
tt0009495	movie	Picturesque Industries of Mexico	Picturesque Industries of Mexico	0	1918	\N	\N	Documentary
tt0009496	short	Picturesque Wales: Llangollen and Picture Spots in England	Picturesque Wales	0	1918	\N	\N	Documentary,Short
tt0009497	short	Pin Feather Pickaninnies	Pin Feather Pickaninnies	0	1918	\N	\N	Documentary,Short
tt0009498	short	Pines Up and Palms Down	Pines Up and Palms Down	0	1918	\N	\N	Documentary,Short
tt0009499	short	Pipe the Whiskers	Pipe the Whiskers	0	1918	\N	\N	Comedy,Short
tt0009500	short	Play Straight or Fight	Play Straight or Fight	0	1918	\N	20	Short,Western
tt0009501	movie	Playing the Game	Playing the Game	0	1918	\N	50	Comedy,Drama
tt0009502	short	Playmates	Playmates	0	1918	\N	\N	Comedy,Short
tt0009503	movie	Playthings	Playthings	0	1918	\N	50	Drama
tt0009504	movie	The Poor Rich Man	The Poor Rich Man	0	1918	\N	\N	Comedy,Drama
tt0009505	short	Pot Luck in the Army	Pot Luck in the Army	0	1918	\N	\N	Animation,Comedy,Short
tt0009506	short	The Potaro River	The Potaro River	0	1918	\N	\N	Documentary,Short
tt0009507	movie	A Pottery Girl's Romance	A Pottery Girl's Romance	0	1918	\N	\N	Drama,Romance
tt0009508	movie	The Power and the Glory	The Power and the Glory	0	1918	\N	50	Drama
tt0009509	short	Vlast tmy	Vlast tmy	0	1918	\N	40	Short
tt0009510	movie	Powers That Prey	Powers That Prey	0	1918	\N	50	Comedy,Drama
tt0009511	movie	The Pretender	The Pretender	0	1918	\N	\N	Comedy,Western
tt0009512	movie	The Price of Applause	The Price of Applause	0	1918	\N	\N	Drama,War
tt0009513	movie	The Primitive Woman	The Primitive Woman	0	1918	\N	\N	Comedy,Drama
tt0009514	short	Prince Sami	Prinz Sami	0	1917	\N	\N	Comedy,Short
tt0009515	movie	Die Prinzessin von Urbino	Die Prinzessin von Urbino	0	1919	\N	\N	Crime,Drama
tt0009516	movie	The Prisoner of War	The Prisoner of War	0	1918	\N	\N	\N
tt0009517	movie	Prisoners of the Pines	Prisoners of the Pines	0	1918	\N	50	Drama
tt0009518	movie	Private Peat	Private Peat	0	1918	\N	50	Biography,Drama,War
tt0009519	movie	Pro domo	Pro domo	0	1918	\N	104	\N
tt0009520	movie	Het proces Begeer	Het proces Begeer	0	1918	\N	58	Crime,Drama
tt0009521	movie	The Prodigal Wife	The Prodigal Wife	0	1918	\N	\N	Drama
tt0009522	short	Proekt inzhenera Prayta	Proekt inzhenera Prayta	0	1918	\N	30	Short
tt0009523	movie	Prunella	Prunella	0	1918	\N	50	Romance
tt0009524	movie	The Prussian Cur	The Prussian Cur	0	1918	\N	\N	Drama,War
tt0009525	movie	The Purple Lily	The Purple Lily	0	1918	\N	\N	Drama
tt0009526	movie	The Queen of Hearts	The Queen of Hearts	0	1918	\N	\N	Drama,Mystery
tt0009527	movie	Queen of the Sea	Queen of the Sea	0	1918	\N	50	Adventure,Fantasy,Romance
tt0009528	short	The Quest of the Big 'Un	The Quest of the Big 'Un	0	1918	\N	\N	Documentary,Short
tt0009529	movie	Die Rachegöttin	Die Rachegöttin	0	1918	\N	\N	\N
tt0009530	movie	The Racing Strain	The Racing Strain	0	1918	\N	50	Drama
tt0009531	movie	The Railroader	The Railroader	0	1919	\N	\N	Drama
tt0009532	movie	The Rainbow Trail	The Rainbow Trail	0	1918	\N	60	Drama,Romance,Western
tt0009533	short	Raindrops	Raindrops	0	1919	\N	\N	Documentary,Short
tt0009534	movie	The Ranger	The Ranger	0	1918	\N	\N	Western
tt0009535	movie	Real Folks	Real Folks	0	1918	\N	\N	Comedy,Drama
tt0009536	movie	The Reason Why	The Reason Why	0	1918	\N	\N	Drama
tt0009537	movie	Reclaimed: The Struggle for a Soul Between Love and Hate	Reclaimed: The Struggle for a Soul Between Love and Hate	0	1919	\N	\N	Drama
tt0009538	short	The Red Cross Nurse	The Red Cross Nurse	0	1918	\N	\N	Comedy,Short
tt0009539	movie	Red Pottage	Red Pottage	0	1918	\N	\N	Drama
tt0009540	movie	The Red, Red Heart	The Red, Red Heart	0	1918	\N	50	Western
tt0009541	movie	Resurrection	Resurrection	0	1918	\N	50	Drama
tt0009542	movie	The Return of Mary	The Return of Mary	0	1918	\N	\N	Drama
tt0009543	movie	Revelation	Revelation	0	1918	\N	70	Drama,Romance
tt0009544	movie	Revenge	Revenge	0	1918	\N	70	Western
tt0009545	movie	The Revolt of the Toymakers	The Revolt of the Toymakers	0	1918	\N	\N	Fantasy
tt0009546	movie	Revolutionens datter	Revolutionens datter	0	1918	\N	52	Comedy,Drama,Romance
tt0009547	movie	El rey de la serranía	El rey de la serranía	0	1918	\N	\N	Adventure
tt0009548	movie	A Rich Man's Darling	A Rich Man's Darling	0	1918	\N	50	Comedy,Drama
tt0009549	movie	Rich Man, Poor Man	Rich Man, Poor Man	0	1918	\N	50	Drama,Romance
tt0009550	movie	Riddle Gawne	Riddle Gawne	0	1918	\N	50	Action,Western
tt0009551	movie	Riders of the Night	Riders of the Night	0	1918	\N	\N	Drama
tt0009552	movie	Riders of the Purple Sage	Riders of the Purple Sage	0	1918	\N	57	Western
tt0009553	movie	Rimrock Jones	Rimrock Jones	0	1918	\N	50	Drama,Western
tt0009554	movie	The Risky Road	The Risky Road	0	1918	\N	50	Drama
tt0009555	movie	The Road Through the Dark	The Road Through the Dark	0	1918	\N	50	Drama
tt0009556	movie	The Road to France	The Road to France	0	1918	\N	60	Drama,War
tt0009557	movie	The Toboggan Cavalier	Der Rodelkavalier	0	1918	\N	\N	Comedy
tt0009558	short	The Rogue	The Rogue	0	1918	\N	\N	Comedy,Short
tt0009559	movie	Romance of Happy Valley	A Romance of Happy Valley	0	1919	\N	76	Drama,Romance
tt0009560	movie	The Romance of Tarzan	The Romance of Tarzan	0	1918	\N	70	Action,Adventure
tt0009561	movie	A Romance of the Air	A Romance of the Air	0	1918	\N	70	Adventure,Romance
tt0009562	movie	A Romance of the Underworld	A Romance of the Underworld	0	1918	\N	\N	Drama
tt0009563	short	Romans and Rascals	Romans and Rascals	0	1918	\N	\N	Comedy,Short
tt0009564	movie	Rose Bernd	Rose Bernd	0	1919	\N	70	Drama,Romance
tt0009565	movie	Rose o' Paradise	Rose o' Paradise	0	1918	\N	60	Drama
tt0009566	short	Rose of Wolfville	Rose of Wolfville	0	1918	\N	\N	Adventure,Short,Western
tt0009567	movie	Rose of the World	Rose of the World	0	1918	\N	50	Drama
tt0009568	movie	Rose-France	Rose-France	0	1919	\N	70	Drama
tt0009569	movie	Der Rosenkranz	Der Rosenkranz	0	1918	\N	\N	Drama
tt0009570	movie	The Rough Lover	The Rough Lover	0	1918	\N	50	Comedy
tt0009571	movie	Rough and Ready	Rough and Ready	0	1918	\N	60	Western
tt0009572	movie	Life's Greatest Problem	Life's Greatest Problem	0	1918	\N	60	Comedy,Drama,War
tt0009573	movie	Salome	Salome	0	1918	\N	80	Drama
tt0009574	movie	Sandy	Sandy	0	1918	\N	50	Drama,Romance
tt0009575	short	Santa	Santa	0	1918	\N	40	Drama,Short
tt0009576	movie	Sauce for the Goose	Sauce for the Goose	0	1918	\N	50	Comedy
tt0009577	short	Saucy Madeline	Saucy Madeline	0	1918	\N	20	Comedy,Short
tt0009578	movie	The Savage Woman	The Savage Woman	0	1918	\N	50	Adventure
tt0009579	movie	Say! Young Fellow	Say! Young Fellow	0	1918	\N	50	Comedy,Romance
tt0009580	movie	The Scarlet Drop	The Scarlet Drop	0	1918	\N	50	Drama,Western
tt0009581	movie	The Scarlet Road	The Scarlet Road	0	1918	\N	\N	Drama
tt0009582	movie	The Scarlet Trail	The Scarlet Trail	0	1918	\N	50	Drama
tt0009583	movie	Scenes in the Virgin Islands	Scenes in the Virgin Islands	0	1918	\N	\N	Documentary
tt0009584	short	Guadaloupe	Scenes of Guadaloupe	0	1918	\N	\N	Documentary,Short
tt0009585	movie	Scientific Fish Farming	Scientific Fish Farming	0	1918	\N	\N	Documentary
tt0009586	short	Scrambles in the High Alps	Scrambles in the High Alps	0	1918	\N	\N	Documentary,Short
tt0009587	movie	The Sea Flower	The Sea Flower	0	1918	\N	50	Adventure,War
tt0009588	movie	The Sea Panther	The Sea Panther	0	1918	\N	\N	Adventure
tt0009589	movie	The Sea Waif	The Sea Waif	0	1918	\N	\N	Drama
tt0009590	movie	The Seal of Silence	The Seal of Silence	0	1918	\N	\N	Drama
tt0009591	short	Father's Close Shave	Father's Close Shave	0	1918	\N	\N	Animation,Comedy,Short
tt0009592	short	Second, the Stimulating Mrs. Barton	Second, the Stimulating Mrs. Barton	0	1918	\N	\N	Animation,Comedy,Short
tt0009593	movie	The Secret Code	The Secret Code	0	1918	\N	\N	Drama,War
tt0009594	movie	Secret Strings	Secret Strings	0	1918	\N	\N	Crime,Drama
tt0009595	movie	The Secret Woman	The Secret Woman	0	1918	\N	\N	Drama
tt0009596	movie	Selfish Yates	Selfish Yates	0	1918	\N	50	Western
tt0009597	movie	The Service Star	The Service Star	0	1918	\N	60	Drama
tt0009598	short	The Seventy-Mile Gun	The Seventy-Mile Gun	0	1918	\N	\N	Animation,Comedy,Short
tt0009599	movie	Shackled	Shackled	0	1918	\N	60	Drama
tt0009600	movie	Shark Monroe	Shark Monroe	0	1918	\N	50	Adventure,Drama,Romance
tt0009601	movie	The She Devil	The She Devil	0	1918	\N	\N	Romance
tt0009602	movie	She Hired a Husband	She Hired a Husband	0	1918	\N	50	Comedy,Drama
tt0009603	short	She Loved Him Plenty	She Loved Him Plenty	0	1918	\N	20	Comedy,Short
tt0009604	short	She Loves Me Not	She Loves Me Not	0	1918	\N	\N	Comedy,Short
tt0009605	movie	Sheba	Sheba	0	1919	\N	\N	Drama
tt0009606	movie	The Shell Game	The Shell Game	0	1918	\N	50	Drama
tt0009607	short	Sheriff Nell's Tussle	Sheriff Nell's Tussle	0	1918	\N	\N	Comedy,Short,Western
tt0009608	movie	Shifting Sands	Shifting Sands	0	1918	\N	60	Drama
tt0009609	movie	The Shoes That Danced	The Shoes That Danced	0	1918	\N	\N	Drama
tt0009610	short	Shootin' Mad	Shootin' Mad	0	1918	\N	\N	Short,Western
tt0009611	short	Shoulder Arms	Shoulder Arms	0	1918	\N	36	Comedy,Short,War
tt0009612	movie	The Shuttle	The Shuttle	0	1918	\N	\N	Drama,Romance
tt0009613	short	Sic 'Em, Towser	Sic 'Em, Towser	0	1918	\N	\N	Comedy,Short
tt0009614	short	The Side Show	The Side Show	0	1918	\N	\N	Animation,Comedy,Short
tt0009615	movie	The Sign Invisible	The Sign Invisible	0	1918	\N	\N	Drama
tt0009616	movie	Signal	Signal	0	1918	\N	\N	\N
tt0009617	movie	The Silent Mystery	The Silent Mystery	0	1918	\N	\N	Drama
tt0009618	movie	The Silent Woman	The Silent Woman	0	1918	\N	\N	Drama
tt0009619	movie	Sin dejar rastros	Sin dejar rastros	0	1918	\N	\N	Animation
tt0009620	short	The Sinking of the 'Lusitania'	The Sinking of the 'Lusitania'	0	1918	\N	12	Animation,Short,War
tt0009621	movie	Six-Shooter Andy	Six-Shooter Andy	0	1918	\N	50	Action,Adventure,Romance
tt0009622	movie	A skorpió I.	A skorpió I.	0	1918	\N	\N	Drama
tt0009623	movie	Sliakot bulvarnaia	Sliakot bulvarnaia	0	1918	\N	\N	\N
tt0009624	movie	Smashing Through	Smashing Through	0	1918	\N	50	Western
tt0009625	short	So'n kleiner Schwerenöter	So'n kleiner Schwerenöter	0	1918	\N	\N	Comedy,Short
tt0009626	movie	Social Briars	Social Briars	0	1918	\N	50	Comedy,Drama
tt0009627	movie	Social Hypocrites	Social Hypocrites	0	1918	\N	60	Drama
tt0009628	movie	Social Quicksands	Social Quicksands	0	1918	\N	\N	Comedy,Drama
tt0009629	short	A Society Sensation	A Society Sensation	0	1918	\N	24	Comedy,Drama,Short
tt0009630	movie	Society for Sale	Society for Sale	0	1918	\N	60	Drama
tt0009631	short	Somewhere in Turkey	Somewhere in Turkey	0	1918	\N	12	Comedy,Short
tt0009632	movie	The Song of Songs	The Song of Songs	0	1918	\N	50	Drama
tt0009633	movie	The Song of the Soul	The Song of the Soul	0	1918	\N	\N	Drama
tt0009634	movie	A Soul for Sale	A Soul for Sale	0	1918	\N	60	Drama
tt0009635	movie	A Soul Without Windows	A Soul Without Windows	0	1918	\N	\N	Drama
tt0009636	movie	A Soul in Trust	A Soul in Trust	0	1918	\N	\N	Drama
tt0009637	movie	The Soul of Buddha	The Soul of Buddha	0	1918	\N	50	Romance
tt0009638	movie	The Source	The Source	0	1918	\N	50	Drama
tt0009639	movie	Spain, the Land of Enchantment	Spain, the Land of Enchantment	0	1918	\N	\N	Documentary
tt0009640	short	Special Today	Special Today	0	1918	\N	\N	Comedy,Short
tt0009641	movie	The Spirit of '17	The Spirit of '17	0	1918	\N	50	Drama
tt0009642	short	The Spirit of the Red Cross	The Spirit of the Red Cross	0	1918	\N	20	Drama,Romance,Short
tt0009643	movie	The Splendid Sinner	The Splendid Sinner	0	1918	\N	60	Drama,War
tt0009644	short	The Spoiled Girl	The Spoiled Girl	0	1918	\N	\N	Comedy,Drama,Short
tt0009645	movie	Sporting Life	Sporting Life	0	1918	\N	70	Drama,Sport
tt0009646	short	Springtime à la Carte	Springtime à la Carte	0	1918	\N	\N	Drama,Short
tt0009647	movie	The Spurs of Sybil	The Spurs of Sybil	0	1918	\N	\N	Drama,Romance
tt0009648	movie	Spöket på Junkershus	Spöket på Junkershus	0	1918	\N	53	Comedy
tt0009649	movie	The Square Deal	The Square Deal	0	1918	\N	\N	Drama
tt0009650	movie	The Squaw Man	The Squaw Man	0	1918	\N	60	Western
tt0009651	movie	Station Content	Station Content	0	1918	\N	50	Drama
tt0009652	movie	Stella Maris	Stella Maris	0	1918	\N	84	Drama
tt0009653	movie	The Still Alarm	The Still Alarm	0	1918	\N	\N	Drama
tt0009654	movie	Stolen Honor	Stolen Honor	0	1918	\N	\N	Drama
tt0009655	movie	Stolen Orders	Stolen Orders	0	1918	\N	80	Drama,War
